date,open,high,low,close,volume,percentSP500,percentNASDAQ,percentVIX,percentTNX,percentFTSE,target
3/18/1994,470.89,471.09,467.83,471.06,462240000,0.03,0.61,4.39,1.57,-1.15,-1
3/21/1994,471.06,471.06,467.23,468.54,247380000,-0.53,0.01,7.66,0.93,-0.62,1
3/22/1994,468.4,470.47,467.88,468.8,282240000,0.06,-0.82,-6.62,-1.68,0.11,-1
3/23/1994,468.89,470.38,468.52,468.54,281500000,-0.06,-0.12,-8.07,-0.16,-1.44,-1
3/24/1994,468.57,468.57,462.41,464.35,303740000,-0.89,0.15,9.1,2.34,-1.06,-1
3/25/1994,464.35,465.29,460.58,460.58,249640000,-0.81,-1.36,1.79,0.3,0.23,-1
3/28/1994,460.58,461.12,456.1,460,287350016,-0.13,-0.41,9,0.3,0.02,-1
3/29/1994,460,460.32,452.43,452.48,305360000,-1.63,-1.4,10.67,1.36,-0.19,-1
3/30/1994,452.48,452.49,445.55,445.55,390520000,-1.53,-2.23,12.73,0.9,-0.99,1
3/31/1994,445.55,447.16,436.16,445.77,403580000,0.05,-1.37,10.01,0.15,-0.19,-1
4/4/1994,445.66,445.66,435.86,438.92,344390016,-1.54,-0.19,16.72,5.61,0,1
4/5/1994,439.14,448.29,439.14,448.29,365990016,2.13,-2.16,-24.05,-2.8,0.97,-1
4/6/1994,448.29,449.63,444.98,448.05,302000000,-0.05,3.24,-4.14,-0.72,0.49,1
4/7/1994,448.11,451.1,446.38,450.88,289280000,0.63,-0.03,-2.3,-0.72,-0.08,-1
4/8/1994,450.89,450.89,445.51,447.1,264090000,-0.84,0.59,-0.35,1.17,-0.26,1
4/11/1994,447.12,450.34,447.1,449.87,243180000,0.62,-0.86,-1.83,-0.29,0.92,-1
4/12/1994,449.83,450.8,447.33,447.57,257990000,-0.51,-0.08,-1.14,-0.87,0.31,-1
4/13/1994,447.63,448.57,442.62,446.26,278030016,-0.29,-1.19,3.65,0.88,-0.42,1
4/14/1994,446.26,447.55,443.57,446.38,275129984,0.03,-1.6,-4.41,0.72,-0.45,-1
4/15/1994,446.38,447.85,445.81,446.18,309550016,-0.04,-0.01,-1.78,-0.14,1.17,-1
4/18/1994,446.27,447.87,441.48,442.46,271470016,-0.83,0.09,7.76,2.45,-0.95,-1
4/19/1994,442.54,444.82,438.83,442.54,323280000,0.02,-1.03,-1.68,-0.42,-0.33,-1
4/20/1994,442.54,445.01,439.4,441.96,366540000,-0.13,-1.05,0.47,-0.71,-0.95,1
4/21/1994,441.96,449.14,441.96,448.73,378769984,1.53,-1.03,-12.23,-2.27,0.09,-1
4/22/1994,448.73,449.96,447.16,447.63,295710016,-0.25,1.87,0.07,0.44,1.05,1
4/25/1994,447.64,452.71,447.58,452.71,262320000,1.13,0.53,-4.55,-0.72,-0.88,-1
4/26/1994,452.71,452.79,450.66,451.87,288120000,-0.19,1.14,-3.23,-0.44,0.62,-1
4/28/1994,451.84,452.23,447.97,449.1,325200000,-0.61,0.47,5.14,2.78,-0.64,1
4/29/1994,449.07,451.35,447.91,450.91,293969984,0.4,-0.34,-5.1,0.14,-0.15,1
5/2/1994,450.91,453.57,449.05,453.02,296129984,0.47,0.29,2.47,0.71,0,-1
5/3/1994,453.06,453.98,450.51,453.03,288270016,0,0.93,-2.13,0.42,-0.81,-1
5/4/1994,453.04,453.11,449.87,451.72,267940000,-0.29,-0.18,3.48,0.42,-0.95,-1
5/5/1994,451.72,452.82,450.72,451.38,255690000,-0.08,0.13,1.89,-0.7,1.16,-1
5/6/1994,451.37,451.37,445.64,447.82,291910016,-0.79,0.03,3.57,3.39,0,-1
5/9/1994,447.82,447.82,441.84,442.32,250870000,-1.23,-1.04,7.16,1.91,-0.26,1
5/10/1994,442.37,446.84,442.37,446.01,297660000,0.83,-1.35,-3.96,-2.54,1.24,-1
5/11/1994,446.03,446.03,440.78,441.49,277400000,-1.01,0.28,0.19,1.79,-0.18,1
5/12/1994,441.5,444.8,441.5,443.75,272769984,0.51,-1.1,-0.58,-0.81,0.23,1
5/13/1994,443.62,444.72,441.21,444.14,252070000,0.09,0.36,-5.95,-0.95,-0.59,1
5/16/1994,444.15,445.82,443.62,444.49,234700000,0.08,-0.37,0.89,-0.69,-0.12,1
5/17/1994,444.49,449.37,443.7,449.37,311280000,1.1,-0.7,-4.02,-1.94,0.25,1
5/18/1994,449.39,454.45,448.87,453.69,337670016,0.96,-0.05,-10.87,-0.99,-0.22,1
5/19/1994,453.69,456.88,453,456.48,303680000,0.61,1.46,-4.86,-1,0.2,-1
5/20/1994,456.48,456.48,454.22,454.92,295180000,-0.34,0.75,9.3,0.86,0.14,-1
5/23/1994,454.92,454.92,451.79,453.2,249420000,-0.38,-0.08,3.37,2.43,-0.6,1
5/24/1994,453.21,456.77,453.21,454.81,280040000,0.36,-0.24,-5.63,-0.42,-0.62,1
5/25/1994,454.84,456.34,452.2,456.34,254420000,0.34,0.9,-2.36,-0.42,-2.21,1
5/26/1994,456.33,457.77,455.79,457.06,255740000,0.16,0.08,0.56,-0.42,-0.03,1
5/27/1994,457.03,457.33,454.67,457.33,186430000,0.06,-0.06,-0.08,0.28,-1.77,-1
5/31/1994,457.32,457.61,455.16,456.5,216700000,-0.18,0.21,4.32,0.56,0.14,1
6/1/1994,456.5,458.29,453.99,457.63,279910016,0.25,0.28,-2.38,-0.56,-1.3,1
6/2/1994,457.62,458.5,457.26,457.65,271630016,0,0.04,0.08,-0.7,1.67,1
6/3/1994,457.65,460.86,456.27,460.13,271489984,0.54,0.54,-2.28,-1.42,0.57,-1
6/6/1994,460.13,461.87,458.85,458.88,259080000,-0.27,0.39,4.74,-1.01,0.39,-1
6/7/1994,458.88,459.46,457.65,458.21,234680000,-0.15,0.14,0.15,0.73,-0.15,-1
6/8/1994,458.21,459.74,455.43,457.06,256000000,-0.25,-0.56,2.07,0.14,1.11,1
6/9/1994,457.06,457.87,455.86,457.86,252870000,0.18,-1.29,-0.83,0.14,-0.31,1
6/10/1994,457.86,459.48,457.36,458.67,222480000,0.18,-0.12,-3.94,0.72,0.89,1
6/13/1994,458.67,459.36,457.18,459.1,243640000,0.09,0.74,-6.07,0.57,-1.3,1
6/14/1994,459.1,462.52,459.1,462.37,288550016,0.71,-0.35,-2.68,-0.85,0.77,-1
6/15/1994,462.38,463.23,459.95,460.61,269740000,-0.38,0.58,-0.69,1.29,0.2,1
6/16/1994,460.61,461.93,459.8,461.93,256390000,0.29,-0.02,-2.6,-0.28,-0.52,-1
6/17/1994,461.93,462.16,458.44,458.45,373449984,-0.75,-0.12,9.71,0.85,-0.24,-1
6/20/1994,458.45,458.45,454.46,455.48,229520000,-0.65,-0.76,13.4,0.42,-1.71,-1
6/21/1994,455.48,455.48,449.45,451.34,298729984,-0.91,-1.44,5.3,0.7,-1.04,1
6/22/1994,451.4,453.91,451.4,453.09,251110000,0.39,-1.4,-4.63,-1.25,0.69,-1
6/23/1994,453.09,454.16,449.43,449.63,256480000,-0.76,0.56,0.71,-0.42,-0.61,-1
6/24/1994,449.63,449.63,442.51,442.8,261260000,-1.52,-1.67,18.41,1.69,-2.24,1
6/27/1994,442.78,447.76,439.83,447.31,250080000,1.02,-1.01,-7.12,-0.69,0.81,-1
6/28/1994,447.36,448.47,443.08,446.07,267740000,-0.28,1.28,-3.16,1.26,0.31,1
6/29/1994,446.05,449.83,446.04,447.63,264430000,0.35,-0.09,-4.12,-0.14,1.28,-1
6/30/1994,447.63,448.61,443.66,444.27,293409984,-0.75,0.28,3.81,1.38,-0.92,1
7/1/1994,444.27,446.45,443.58,446.2,199030000,0.43,0.28,-4.07,-0.14,0.59,1
7/5/1994,446.2,447.62,445.14,446.37,195410000,0.04,0.13,3.9,-0.27,-0.18,-1
7/6/1994,446.29,447.28,444.18,446.13,236230000,-0.05,-0.46,-1.47,0,-0.62,1
7/7/1994,446.15,448.64,446.15,448.38,259740000,0.5,-0.37,-4.69,-0.27,0.6,1
7/8/1994,448.38,449.75,446.53,449.55,236520000,0.26,0.79,-5.35,1.65,-0.07,-1
7/11/1994,449.56,450.24,445.27,448.06,222970000,-0.33,0.13,4.3,0.81,0.72,-1
7/12/1994,448.02,448.16,444.65,447.95,252250000,-0.02,-0.09,-3.11,-0.67,-0.67,1
7/13/1994,448.03,450.06,447.97,448.73,265840000,0.17,0.39,-7.31,-0.13,1.4,1
7/14/1994,448.73,454.33,448.73,453.41,322329984,1.04,1.38,-6.28,-2.3,1.5,1
7/15/1994,453.28,454.33,452.8,454.16,275860000,0.17,0.31,-3.09,0,0.8,1
7/18/1994,454.41,455.71,453.26,455.22,227460000,0.23,-0.03,1.42,-0.69,0.23,-1
7/19/1994,455.22,455.3,453.86,453.86,251530000,-0.3,0.17,1.84,-0.84,0.3,-1
7/20/1994,453.89,454.16,450.69,451.6,267840000,-0.5,-0.46,0.43,1.4,-0.46,1
7/21/1994,451.6,453.22,451,452.61,292120000,0.22,-0.91,-0.43,0.42,0.58,1
7/22/1994,452.61,454.03,452.33,453.11,261600000,0.11,0.32,-3.69,0.28,0.63,1
7/25/1994,453.1,454.32,452.76,454.25,213470000,0.25,0.23,2.14,-0.41,-0.28,-1
7/26/1994,454.25,454.25,452.78,453.36,232670000,-0.2,0.03,1.75,0.14,0.36,-1
7/27/1994,453.36,453.38,451.36,452.57,251680000,-0.17,-0.17,2.32,0.97,-1.12,1
7/28/1994,452.57,454.93,452.3,454.24,245990000,0.37,-0.49,0.84,-0.68,0.44,1
7/29/1994,454.25,459.33,454.25,458.26,269560000,0.88,0.04,-7.48,-2.48,-0.43,1
8/1/1994,458.28,461.01,458.08,461.01,258180000,0.6,1.37,0.36,0.28,0.48,-1
8/2/1994,461.01,462.77,459.7,460.56,294740000,-0.1,0.37,0.9,-0.28,1.94,1
8/3/1994,460.65,461.46,459.51,461.45,283840000,0.19,-0.01,0.71,-0.14,0.09,-1
8/4/1994,461.45,461.49,458.4,458.4,289150016,-0.66,-0.15,7.31,0.28,-0.31,-1
8/5/1994,458.34,458.34,456.08,457.09,230270000,-0.29,-0.49,1.31,2.25,0.54,1
8/8/1994,457.08,458.3,457.01,457.89,217680000,0.18,-0.21,0.57,0,0.14,1
8/9/1994,457.89,458.16,456.66,457.92,259140000,0.01,0.25,1.05,0.55,-0.1,1
8/10/1994,457.98,460.48,457.98,460.3,279500000,0.52,0.3,-5.02,0,-0.05,-1
8/11/1994,460.31,461.41,456.88,458.88,275689984,-0.31,0.77,1.85,0.55,-0.91,1
8/12/1994,458.88,462.27,458.88,461.94,249280000,0.67,0,-8.57,-0.95,0.13,-1
8/15/1994,461.97,463.34,461.21,461.23,223210000,-0.15,0.47,8.75,0.28,0,1
8/16/1994,461.22,465.2,459.89,465.01,306640000,0.82,0.17,-5.56,-1.65,0.16,1
8/17/1994,465.11,465.91,464.57,465.17,309249984,0.03,0.36,1.32,-0.42,1.37,-1
8/18/1994,465.1,465.1,462.3,463.17,287329984,-0.43,0.97,4.59,1.82,-0.24,1
8/19/1994,463.25,464.37,461.81,463.68,276630016,0.11,-0.07,6.3,-0.14,0.28,-1
8/22/1994,463.61,463.61,461.46,462.32,235870000,-0.29,0.04,-1.64,0.69,-0.63,1
8/23/1994,462.39,466.58,462.39,464.51,307240000,0.47,-0.02,-6.89,-0.55,0.12,1
8/24/1994,464.51,469.05,464.51,469.03,310510016,0.97,0.77,-1.53,-0.96,0.95,-1
8/25/1994,469.07,470.12,467.64,468.08,284230016,-0.2,0.5,3.89,0.97,0.9,1
8/26/1994,468.08,474.65,468.08,473.8,305120000,1.22,0.41,5.57,-0.55,0.96,1
8/29/1994,473.89,477.14,473.89,474.59,266080000,0.17,1.08,-6.86,0.14,0,1
8/30/1994,474.59,476.61,473.56,476.07,294520000,0.31,0.04,0.34,-0.69,-0.47,-1
8/31/1994,476.07,477.59,474.43,475.49,354649984,-0.12,0.43,0.93,-0.42,0.05,-1
9/1/1994,475.49,475.49,471.74,473.17,282830016,-0.49,-0.11,-0.92,0.14,-1.07,-1
9/2/1994,473.2,474.89,470.67,470.99,216150000,-0.46,-0.87,-3.88,0.42,0.19,1
9/6/1994,471,471.92,469.64,471.86,199670000,0.18,0.04,2.54,0.69,-1.11,-1
9/7/1994,471.86,472.41,470.2,470.99,290329984,-0.18,0.03,1.03,0.41,-0.05,1
9/8/1994,470.96,473.4,470.86,473.14,295009984,0.46,0.63,0.42,0,-0.75,-1
9/9/1994,473.13,473.13,466.55,468.18,293360000,-1.05,0.66,14.67,2.06,-1.28,-1
9/12/1994,468.18,468.42,466.15,466.21,244680000,-0.42,-0.72,6.54,0.13,-0.33,1
9/13/1994,466.27,468.76,466.27,467.51,293369984,0.28,-0.49,-4.97,-0.27,-0.24,1
9/14/1994,467.55,468.86,466.82,468.8,297480000,0.28,0.77,-6.75,-0.4,-1.33,1
9/15/1994,468.8,474.81,468.79,474.81,281920000,1.28,0.36,-3.27,-0.68,1.07,-1
9/16/1994,474.81,474.81,470.06,471.19,410750016,-0.76,1.31,9.02,2.32,-1.53,-1
9/19/1994,471.21,473.15,470.68,470.85,277110016,-0.07,-0.1,-3.55,-0.53,0.46,-1
9/20/1994,470.83,470.83,463.36,463.36,326049984,-1.59,-0.15,10.64,0.54,-1.36,-1
9/21/1994,463.42,464.01,458.47,461.46,351830016,-0.41,-1.28,0.28,0.53,-0.74,-1
9/22/1994,461.45,463.22,460.96,461.27,305209984,-0.04,-0.79,-4.14,-0.13,0.21,-1
9/23/1994,461.27,462.14,459.01,459.67,300060000,-0.35,-0.04,4.61,0.13,0.23,1
9/26/1994,459.65,460.87,459.31,460.82,272529984,0.25,-0.39,0.21,0.13,-0.94,1
9/27/1994,460.82,462.75,459.83,462.05,290329984,0.27,-0.24,-2.95,0.4,0.29,1
9/28/1994,462.1,465.55,462.1,464.84,330020000,0.6,-0.03,-6.23,-0.53,1,-1
9/29/1994,464.84,464.84,461.51,462.24,302280000,-0.56,0.61,5.43,0.93,-1.52,1
9/30/1994,462.27,465.3,461.91,462.71,291900000,0.1,-0.09,2.22,-0.26,1.13,-1
10/3/1994,462.69,463.31,460.33,461.74,269129984,-0.21,0.65,8.12,0.66,-1.41,-1
10/4/1994,461.77,462.46,454.03,454.59,325620000,-1.55,-0.45,7.9,0.39,0.61,-1
10/5/1994,454.59,454.59,449.27,453.52,359670016,-0.24,-1.78,-4.44,0.91,-1.52,-1
10/6/1994,453.52,454.49,452.13,452.36,272620000,-0.26,-0.14,2.01,0,0.95,1
10/7/1994,452.37,455.67,452.13,455.1,284230016,0.61,-0.28,-8.13,-0.9,0.48,1
10/10/1994,455.12,459.29,455.12,459.04,213110000,0.87,0.78,-1.34,-0.9,1.12,1
10/11/1994,459.04,466.34,459.04,465.79,355540000,1.47,0.91,-7.95,-0.78,1.34,-1
10/12/1994,465.78,466.7,464.79,465.47,269550016,-0.07,1.16,7.08,0.66,0.89,1
10/13/1994,465.56,471.3,465.56,467.79,337900000,0.5,0.19,2.69,-0.65,1.34,1
10/14/1994,467.78,469.53,466.11,469.1,251770000,0.28,0.12,-7.99,-0.39,-1.12,-1
10/17/1994,469.11,469.88,468.16,468.96,238490000,-0.03,-0.11,7.66,0.13,0.43,-1
10/18/1994,469.02,469.19,466.54,467.66,259730000,-0.28,-0.17,-1.15,0.13,-1.12,1
10/19/1994,467.69,471.43,465.96,470.28,317030016,0.56,-0.13,3.7,0.53,-0.79,-1
10/20/1994,470.37,470.37,465.39,466.85,331460000,-0.73,0.76,5.68,1.7,0.08,-1
10/21/1994,466.69,466.69,463.83,464.89,315310016,-0.42,-0.31,-0.5,0,-0.99,-1
10/24/1994,464.89,466.37,460.8,460.83,282800000,-0.87,-0.37,6.66,0.64,-0.12,1
10/25/1994,460.83,461.95,458.26,461.53,326110016,0.15,-0.54,-4.95,0.38,-0.93,1
10/26/1994,461.55,463.77,461.22,462.62,322569984,0.24,-0.39,-2.67,0,-0.03,1
10/27/1994,462.68,465.85,462.62,465.85,327790016,0.7,0.66,-0.19,0,0.99,1
10/28/1994,465.84,473.78,465.8,473.77,381449984,1.7,0.55,-7.08,-0.89,1.79,-1
10/31/1994,473.76,474.74,472.33,472.35,302820000,-0.3,1.13,0,0,0.44,-1
11/1/1994,472.26,472.26,467.64,468.42,314940000,-0.83,0.17,1.92,1.28,-0.04,-1
11/2/1994,468.41,470.92,466.36,466.51,331360000,-0.41,-0.68,3.37,0.51,-0.48,1
11/3/1994,466.5,468.64,466.4,467.91,285169984,0.3,-0.05,1.56,0.25,0.75,-1
11/4/1994,467.96,469.28,462.28,462.28,280560000,-1.2,0.04,7.51,0.75,-0.22,1
11/7/1994,462.31,463.56,461.25,463.07,255030000,0.17,-0.78,3.7,0.12,-1.03,1
11/8/1994,463.08,467.54,463.07,465.65,290860000,0.56,-0.49,-6.16,-0.37,-0.07,-1
11/9/1994,465.65,469.95,463.46,465.4,337780000,-0.05,0.69,0.74,-0.88,1.17,-1
11/10/1994,465.4,467.79,463.73,464.37,280910016,-0.22,-0.04,-2.56,0.51,0.13,-1
11/11/1994,464.17,464.17,461.45,462.35,220800000,-0.43,-0.37,3.13,0.25,-0.89,1
11/14/1994,462.44,466.29,462.35,466.04,260380000,0.8,-0.3,1.09,-0.63,0.63,-1
11/15/1994,466.04,468.51,462.95,465.03,336449984,-0.22,0.79,-0.12,-0.5,1.3,1
11/16/1994,465.06,466.25,464.28,465.62,296980000,0.13,0.11,-6.6,0.89,0.35,-1
11/17/1994,465.71,465.83,461.47,463.57,323190016,-0.44,0.08,-1.16,0.63,-0.6,-1
11/18/1994,463.6,463.84,460.25,461.47,356729984,-0.45,-0.49,4.03,-0.12,0.11,-1
11/21/1994,461.69,463.41,457.55,458.3,293030016,-0.69,-0.15,0.81,0.25,-0.32,-1
11/22/1994,457.95,458.03,450.08,450.09,387270016,-1.79,-0.91,6.88,-0.37,-1.36,-1
11/23/1994,450.01,450.61,444.18,449.93,430760000,-0.04,-2.18,6.79,-2.38,-1.66,1
11/25/1994,449.94,452.87,449.94,452.29,118290000,0.52,-0.61,-5.27,-0.13,-0.1,1
11/28/1994,452.26,454.19,451.04,454.16,265480000,0.41,0.79,-3.5,1.03,0.45,1
11/29/1994,454.23,455.17,452.14,455.17,286620000,0.22,0.43,-4.04,0.89,0.46,-1
11/30/1994,455.17,457.13,453.27,453.69,298649984,-0.33,0.77,-1.24,-0.63,0.66,-1
12/1/1994,453.55,453.91,447.97,448.92,285920000,-1.05,-0.15,4.64,0.25,-1.36,1
12/2/1994,448.92,453.31,448,453.3,284750016,0.98,-1.29,-0.84,-1.52,-0.73,1
12/5/1994,453.3,455.04,452.06,453.32,258490000,0,0.6,-2.72,0.39,0.54,-1
12/6/1994,453.29,453.93,450.35,453.11,298929984,-0.05,0.09,-0.31,-1.28,-0.57,-1
12/7/1994,453.11,453.11,450.01,451.23,283489984,-0.41,-0.6,1.43,1.04,-0.12,-1
12/8/1994,451.23,452.06,444.59,445.45,362289984,-1.28,-0.94,5.84,0.13,0.04,1
12/9/1994,445.45,446.98,442.88,446.96,336440000,0.34,-2.06,-8.53,-0.38,-1.21,1
12/12/1994,446.95,449.48,445.62,449.47,285729984,0.56,-0.01,-1.9,0.77,-1.14,1
12/13/1994,449.52,451.69,449.43,450.15,307110016,0.15,0.01,-3.36,-0.38,0.1,1
12/14/1994,450.05,456.16,450.05,454.97,355000000,1.07,0.05,-12.78,-0.51,1.16,1
12/15/1994,454.97,456.84,454.5,455.34,332790016,0.08,0.86,-1.23,0.13,-0.24,1
12/16/1994,455.35,458.8,455.35,458.8,481860000,0.76,0.69,-0.62,0.26,1.35,-1
12/19/1994,458.78,458.78,456.64,457.91,271849984,-0.19,-0.22,1.8,0,0.69,-1
12/20/1994,458.08,458.45,456.37,457.1,326529984,-0.18,-0.16,-0.31,0,0.78,1
12/21/1994,457.24,461.7,457.17,459.61,379129984,0.55,0.09,-7.16,-0.13,0.4,1
12/22/1994,459.62,461.21,459.33,459.68,340329984,0.02,1.18,3.07,0.51,0.69,1
12/23/1994,459.7,461.32,459.39,459.83,196540000,0.03,0.3,-4.83,0,-0.27,1
12/27/1994,459.85,462.73,459.85,462.47,211180000,0.57,0.39,2.12,-1.15,0,-1
12/28/1994,462.47,462.49,459,460.86,246260000,-0.35,0.54,6.13,0.65,0.4,1
12/29/1994,460.92,461.81,460.36,461.17,250650000,0.07,-0.5,0.39,0.13,-0.98,-1
12/30/1994,461.17,462.12,459.24,459.27,256260000,-0.41,0.95,2.64,0.38,0,-1
1/3/1995,459.21,459.27,457.2,459.11,262450000,-0.03,0.32,7.95,0.64,0.01,1
1/4/1995,459.13,460.72,457.56,460.71,319510016,0.35,-1.11,-5.05,-0.89,-0.46,-1
1/5/1995,460.73,461.3,459.75,460.34,309049984,-0.08,0.3,-0.22,0.77,-0.63,1
1/6/1995,460.38,462.49,459.47,460.68,308070016,0.07,-0.02,-2.74,-0.25,1.08,1
1/9/1995,460.67,461.77,459.74,460.83,278790016,0.03,0.54,1.52,0.38,-0.3,1
1/10/1995,460.9,464.59,460.9,461.68,352449984,0.18,0.32,-6.08,-0.76,0.15,-1
1/11/1995,461.68,463.61,458.65,461.66,346310016,0,0.59,-2.96,-0.51,-0.36,-1
1/12/1995,461.64,461.93,460.63,461.64,313040000,0,-0.1,5.6,0.13,-0.53,1
1/13/1995,461.64,466.43,461.64,465.97,336740000,0.94,0.1,-13.48,-1.41,0.5,1
1/16/1995,465.97,470.39,465.97,469.38,315809984,0.73,0.75,0.36,0,0.93,1
1/17/1995,469.38,470.15,468.19,470.05,331520000,0.14,0.79,5.83,0,-0.72,-1
1/18/1995,470.05,470.43,468.03,469.71,344660000,-0.07,0.52,-1.87,0.26,0.02,-1
1/19/1995,469.72,469.72,466.4,466.95,297220000,-0.59,0.03,2.51,0.26,-0.86,-1
1/20/1995,466.95,466.99,463.99,464.78,378190016,-0.46,-0.5,2.45,1.17,-1.11,1
1/23/1995,464.78,466.23,461.14,465.82,325830016,0.22,-0.85,5.27,0.13,-1.36,1
1/24/1995,465.81,466.88,465.47,465.86,315430016,0.01,-0.33,-6.65,0.26,0.5,1
1/25/1995,465.86,469.51,464.4,467.44,342609984,0.34,0.49,-4.02,-0.77,0.44,1
1/26/1995,467.44,468.62,466.9,468.32,304729984,0.19,-0.29,-1.83,-0.51,0.84,1
1/27/1995,468.32,471.36,468.32,470.39,339510016,0.44,-0.45,0,-1.55,0.5,-1
1/30/1995,470.39,470.52,467.49,468.51,318550016,-0.4,0.18,8.98,0.13,-0.87,1
1/31/1995,468.51,471.03,468.18,470.42,411590016,0.41,-0.93,-2.45,-0.52,-0.14,-1
2/1/1995,470.42,472.75,469.29,470.4,395310016,0,0.45,-1.92,0.66,0.86,1
2/2/1995,470.4,472.79,469.95,472.79,322110016,0.51,0.41,-5.12,0.39,0.58,1
2/3/1995,472.78,479.91,472.78,478.65,441000000,1.24,0.7,-1.35,-2.74,0.82,1
2/6/1995,478.64,481.95,478.36,481.14,325660000,0.52,1.1,2.19,0.67,0.08,-1
2/7/1995,481.14,481.32,479.69,480.81,314660000,-0.07,0.88,-0.45,0,0.35,1
2/8/1995,480.81,482.6,480.4,481.19,318430016,0.08,0.02,2.24,0,-0.01,-1
2/9/1995,481.19,482,479.91,480.19,325569984,-0.21,0.62,1.84,0.8,0.86,1
2/10/1995,480.19,481.96,479.53,481.46,295600000,0.26,0.21,-0.52,0.66,0.35,1
2/13/1995,481.46,482.86,481.07,481.65,256270000,0.04,0.64,-1.38,-0.39,-0.93,1
2/14/1995,481.65,482.94,480.89,482.55,300720000,0.19,-0.13,0.18,-1.19,-0.32,1
2/15/1995,482.55,485.54,481.77,484.54,378040000,0.41,0.15,4.11,-0.8,0.12,1
2/16/1995,484.56,485.22,483.05,485.22,360990016,0.14,0.63,-2.44,-0.67,-0.77,-1
2/17/1995,485.15,485.22,481.97,481.97,347969984,-0.67,-0.29,6.98,0.41,-0.23,1
2/21/1995,481.95,483.26,481.94,482.72,308089984,0.16,-0.8,-2.98,0.13,0.16,1
2/22/1995,482.74,486.15,482.45,485.07,339460000,0.49,-0.3,-2.74,-1.48,-0.13,1
2/23/1995,485.07,489.19,485.07,486.91,394280000,0.38,0.42,-4.86,0.14,0.99,1
2/24/1995,486.82,488.28,485.7,488.11,302929984,0.25,0.43,-2.78,-0.14,-0.38,-1
2/27/1995,488.26,488.26,483.18,483.81,285790016,-0.88,-0.03,15.41,-1.09,-0.41,1
2/28/1995,483.81,487.44,483.77,487.39,317220000,0.74,-0.83,-6.08,-0.41,-0.53,-1
3/1/1995,487.39,487.83,484.92,485.65,362600000,-0.36,1.18,4.6,0,1.06,-1
3/2/1995,485.65,485.71,483.19,485.13,330030016,-0.11,-0.23,0.08,1.11,-0.1,1
3/3/1995,485.13,485.42,483.07,485.42,330840000,0.06,0.23,-6.91,0.96,-0.43,1
3/6/1995,485.42,485.7,481.52,485.63,298870016,0.04,0.64,6.29,0.54,-0.77,-1
3/7/1995,485.63,485.63,479.7,482.12,355550016,-0.72,-0.13,16.84,0.41,-0.83,1
3/8/1995,482.12,484.08,481.57,483.14,349780000,0.21,-0.81,-0.77,-0.94,0.51,1
3/9/1995,483.14,483.74,482.05,483.16,319320000,0,0.57,-2.41,-1.09,-0.17,1
3/10/1995,483.16,490.37,483.16,489.57,382940000,1.33,0.05,-10.09,-0.82,1.14,1
3/13/1995,489.57,491.28,489.35,490.05,275280000,0.1,0.75,-1.86,-0.69,-0.31,1
3/14/1995,490.05,493.69,490.05,492.89,346160000,0.58,0.01,-0.41,-1.26,1.29,-1
3/15/1995,492.89,492.89,490.83,491.88,309540000,-0.2,0.74,2.64,0,-0.12,1
3/16/1995,491.87,495.74,491.78,495.41,336670016,0.72,-0.11,-3.78,-0.56,1.55,1
3/17/1995,495.43,496.67,494.95,495.52,417380000,0.02,0.24,-1.26,0.85,-0.16,1
3/20/1995,495.52,496.61,495.27,496.14,301740000,0.13,-0.12,-3.9,0.14,1.13,-1
3/21/1995,496.15,499.19,494.04,495.07,367110016,-0.22,0.27,1.68,0.56,0.35,1
3/22/1995,495.07,495.67,493.67,495.67,313120000,0.12,-0.09,-2.08,0.7,0.15,1
3/23/1995,495.67,496.77,494.19,495.95,318529984,0.06,-0.08,1.24,0,-0.11,1
3/24/1995,496.07,500.97,496.07,500.97,358369984,1.01,0.28,-2.1,-1.53,0.54,1
3/27/1995,500.97,503.2,500.93,503.2,296270016,0.45,0.9,5.72,-0.85,-0.11,1
3/28/1995,503.19,503.91,501.83,503.9,320360000,0.14,0.48,-4.23,1.56,-0.68,-1
3/29/1995,503.92,508.15,500.96,503.12,385940000,-0.15,0.43,10.41,0,0.45,-1
3/30/1995,503.17,504.66,501,502.22,362940000,-0.18,-0.84,0.88,0.28,1.08,-1
3/31/1995,501.94,502.22,495.7,500.71,353060000,-0.3,-0.28,5.94,0.42,-1.21,1
4/3/1995,500.7,501.91,500.2,501.85,296430016,0.23,0.04,0.97,-0.83,0.17,1
4/4/1995,501.85,505.26,501.85,505.24,330580000,0.68,0.1,-6.52,-0.28,1.43,1
4/5/1995,505.27,505.57,503.17,505.57,315169984,0.07,-0.53,2.69,0,0.07,1
4/6/1995,505.63,507.1,505,506.08,320460000,0.1,0.32,-1.16,-0.56,0.34,1
4/7/1995,506.13,507.19,503.59,506.42,314760000,0.07,-0.31,0.31,0.28,0.31,1
4/10/1995,506.3,507.01,504.61,507.01,260980000,0.12,0.11,-0.47,0.14,-0.21,-1
4/11/1995,507.24,508.85,505.29,505.53,310660000,-0.29,0.81,-0.47,-0.42,-0.42,1
4/12/1995,505.59,507.17,505.07,507.17,327880000,0.32,0.43,-5.42,-0.28,0.59,1
4/13/1995,507.19,509.83,507.17,509.23,301580000,0.41,0.45,-4.65,-0.71,-0.03,-1
